"";"user_id";"reading_index";"part_id";"duration"
"4303";"User_348";"17";1057023;NA
"4462";"User_348";"18";1057074;NA
"4479";"User_348";"19";1057179;NA
"3503";"User_348";"2";1056793;622
"3504";"User_348";"3";1056865;NA
"3857";"User_348";"4";1056909;NA
"3878";"User_348";"5";1056928;306
"3879";"User_348";"6";1056945;11
"3880";"User_348";"7";1056955;330
"3882";"User_348";"8";1056980;3
"3883";"User_348";"9";1056980;NA
"3391";"User_349";"1";1056764;87
"3400";"User_349";"10";1057074;45
"3401";"User_349";"11";1057141;NA
"3392";"User_349";"2";1056793;61
"3393";"User_349";"3";1056865;182
"3394";"User_349";"4";1056909;40
"3395";"User_349";"5";1056928;11
"3396";"User_349";"6";1056945;8
"3397";"User_349";"7";1056955;41
"3398";"User_349";"8";1056980;38
"3399";"User_349";"9";1057023;87
"218";"User_35";"1";1057253;1
"219";"User_35";"2";1057300;1
"220";"User_35";"3";1057363;2435
"224";"User_35";"4";1057363;1
"225";"User_35";"5";1057300;2
"226";"User_35";"6";1057253;NA
"3402";"User_350";"1";1056764;12
"3412";"User_350";"10";1057074;5
"3413";"User_350";"11";1057141;54
"3414";"User_350";"12";1057179;1
"3415";"User_350";"13";1057199;164
"3416";"User_350";"14";1057253;1
"3417";"User_350";"15";1057300;1
"3418";"User_350";"16";1057363;54
"3419";"User_350";"17";1057569;12
"3420";"User_350";"18";1057671;15
"3421";"User_350";"19";1057759;14
"3403";"User_350";"2";1056793;47
"3422";"User_350";"20";1059094;30
"3423";"User_350";"21";1059159;NA
"3789";"User_350";"22";1057671;2
"3790";"User_350";"23";1057759;21
"3791";"User_350";"24";1057824;NA
"4710";"User_350";"25";1057409;3
"4711";"User_350";"26";1057443;11
"4712";"User_350";"27";1057502;NA
"23888";"User_350";"28";1056764;2
"23889";"User_350";"29";1056793;1
"3404";"User_350";"3";1056865;47
"23890";"User_350";"30";1056865;16
"23891";"User_350";"31";1056909;NA
"3405";"User_350";"4";1056909;2
"3406";"User_350";"5";1056928;5
"3407";"User_350";"6";1056945;1
"3408";"User_350";"7";1056955;40
"3409";"User_350";"8";1056980;28
"3410";"User_350";"9";1057023;57
"3431";"User_351";"1";1057409;1
"3432";"User_351";"2";1057443;1
"3433";"User_351";"3";1057502;20
"3434";"User_351";"4";1057363;1
"3435";"User_351";"5";1057300;1
"3436";"User_351";"6";1057253;NA
"3464";"User_352";"1";1056909;NA
"3651";"User_352";"10";1057074;1
"3652";"User_352";"11";1057023;1
"3653";"User_352";"12";1056980;NA
"3821";"User_352";"13";1057179;7
"3822";"User_352";"14";1057199;NA
"9443";"User_352";"15";1056980;3
"9444";"User_352";"16";1057023;1
"9445";"User_352";"17";1057074;NA
"13667";"User_352";"18";1056764;76
"13668";"User_352";"19";1056793;54
"3493";"User_352";"2";1056928;7
"13669";"User_352";"20";1056865;NA
"3494";"User_352";"3";1056945;2
"3495";"User_352";"4";1056955;110
"3496";"User_352";"5";1056980;NA
"3647";"User_352";"6";1057023;221
"3648";"User_352";"7";1057074;105
"3649";"User_352";"8";1057141;44
"3650";"User_352";"9";1057141;1
"3521";"User_353";"1";1057409;94
"3522";"User_353";"2";1057443;23
"3523";"User_353";"3";1057502;88
"3524";"User_353";"4";1057253;8
"3525";"User_353";"5";1057300;16
"3526";"User_353";"6";1057363;NA
"4323";"User_353";"7";1057253;NA
"4838";"User_353";"8";1057253;NA
"3527";"User_354";"1";1056928;1
"3528";"User_354";"2";1056909;1
"3529";"User_354";"3";1056955;1
"3530";"User_354";"4";1056945;39
"3531";"User_354";"5";1057141;5
"3532";"User_354";"6";1057074;3
"3533";"User_354";"7";1057023;1
"3534";"User_354";"8";1056980;NA
"3541";"User_355";"1";1056764;745
"3557";"User_355";"10";1056955;311
"3558";"User_355";"11";1056980;186
"3559";"User_355";"12";1057023;316
"3560";"User_355";"13";1057074;459
"3561";"User_355";"14";1057141;2670
"3580";"User_355";"15";1057179;170
"3581";"User_355";"16";1057199;114
"3582";"User_355";"17";1057253;288
"3583";"User_355";"18";1057300;532
"3584";"User_355";"19";1057363;329
"3545";"User_355";"2";1056793;156
"3585";"User_355";"20";1057409;282
"3586";"User_355";"21";1057443;237
"3587";"User_355";"22";1057502;1610
"3591";"User_355";"23";1057569;NA
"3640";"User_355";"24";1057615;428
"3641";"User_355";"25";1057671;NA
"3763";"User_355";"26";1057759;402
"3765";"User_355";"27";1057824;NA
"5310";"User_355";"28";1056909;143
"5312";"User_355";"29";1056928;20
"3546";"User_355";"3";1056865;701
"5313";"User_355";"30";1056945;1
"5314";"User_355";"31";1056955;8
"5315";"User_355";"32";1056980;4
"5316";"User_355";"33";1057023;350
"5318";"User_355";"34";1057074;1
"5319";"User_355";"35";1057141;NA
"5833";"User_355";"36";1056909;NA
"8446";"User_355";"37";1056980;4
"8447";"User_355";"38";1057023;27
"8448";"User_355";"39";1057074;50
"3547";"User_355";"4";1056764;8
"8449";"User_355";"40";1057141;164
"8450";"User_355";"41";1057179;110
"8451";"User_355";"42";1057199;88
"8452";"User_355";"43";1057253;NA
"3548";"User_355";"5";1056793;1
"3549";"User_355";"6";1056865;10
"3550";"User_355";"7";1056909;152
"3555";"User_355";"8";1056928;14
"3556";"User_355";"9";1056945;3
"3542";"User_356";"1";1056764;12
"3543";"User_356";"2";1056793;5
"3544";"User_356";"3";1056865;1365
"3551";"User_356";"4";1056909;4
"3552";"User_356";"5";1056928;3
"3553";"User_356";"6";1056945;3
"3554";"User_356";"7";1056955;NA
"3573";"User_357";"1";1056980;158
"3576";"User_357";"2";1057023;NA
"4072";"User_357";"3";1057409;NA
"3588";"User_358";"1";1057671;13
"3589";"User_358";"2";1057759;3
"3590";"User_358";"3";1057824;NA
"3598";"User_359";"1";1056764;2
"3599";"User_359";"2";1056793;1
"3600";"User_359";"3";1056865;7
"3601";"User_359";"4";1056980;2
"3602";"User_359";"5";1057023;NA
"221";"User_36";"1";1056865;7
"23554";"User_36";"10";1057074;1
"23555";"User_36";"11";1057141;NA
"222";"User_36";"2";1056793;25
"223";"User_36";"3";1056764;NA
"23303";"User_36";"4";1056980;1
"23304";"User_36";"5";1057023;1
"23305";"User_36";"6";1057074;0
"23306";"User_36";"7";1057141;NA
"23552";"User_36";"8";1056980;1
"23553";"User_36";"9";1057023;1
"3604";"User_360";"1";1056764;6
"24705";"User_360";"10";1057759;791
"24706";"User_360";"11";1057824;NA
"3605";"User_360";"2";1057409;83
"3606";"User_360";"3";1056980;2
"3607";"User_360";"4";1057023;1
"3608";"User_360";"5";1057074;NA
"24694";"User_360";"6";1057671;24
"24695";"User_360";"7";1057759;71
"24696";"User_360";"8";1057824;NA
"24704";"User_360";"9";1057671;2
"3613";"User_361";"1";1056764;14
"3628";"User_361";"10";1057023;943
"3632";"User_361";"11";1057074;371
"3635";"User_361";"12";1056980;1
"3636";"User_361";"13";1057023;2
"3637";"User_361";"14";1057074;46
"3638";"User_361";"15";1057141;NA
"3956";"User_361";"16";1057141;NA
"6278";"User_361";"17";1056980;2
"6279";"User_361";"18";1057023;1
"6280";"User_361";"19";1057074;7
"3614";"User_361";"2";1056793;55
"6281";"User_361";"20";1057141;2944
"6300";"User_361";"21";1056764;1
"6301";"User_361";"22";1056793;258
"6302";"User_361";"23";1056865;NA
"6705";"User_361";"24";1057179;929
"6736";"User_361";"25";1057199;NA
"3615";"User_361";"3";1056865;323
"3618";"User_361";"4";1056909;32
"3619";"User_361";"5";1056909;68
"3620";"User_361";"6";1056928;73
"3621";"User_361";"7";1056945;1
"3622";"User_361";"8";1056955;400
"3624";"User_361";"9";1056980;91
"3623";"User_362";"1";1056909;223
"24995";"User_362";"10";1057502;NA
"3625";"User_362";"2";1056928;37
"3626";"User_362";"3";1056945;9
"3627";"User_362";"4";1056955;27
"3629";"User_362";"5";1056980;2
"3630";"User_362";"6";1057023;6
"3631";"User_362";"7";1057074;NA
"24993";"User_362";"8";1057409;23
"24994";"User_362";"9";1057443;3
"3643";"User_363";"1";1056764;19
"3704";"User_363";"10";1057023;429
"3709";"User_363";"11";1057074;437
"3729";"User_363";"12";1057141;883
"3734";"User_363";"13";1057179;72
"3735";"User_363";"14";1057199;193
"3736";"User_363";"15";1057253;70
"3737";"User_363";"16";1057300;146
"3738";"User_363";"17";1057363;112
"3739";"User_363";"18";1057409;NA
"3986";"User_363";"19";1057409;46
"3644";"User_363";"2";1056764;2
"3987";"User_363";"20";1057443;49
"3988";"User_363";"21";1057502;44
"3989";"User_363";"22";1057569;1083
"3990";"User_363";"23";1057615;1304
"3991";"User_363";"24";1057671;8
"3992";"User_363";"25";1057759;446
"3993";"User_363";"26";1057824;322
"3994";"User_363";"27";1059094;3
"3995";"User_363";"28";1059159;19
"3996";"User_363";"29";1057671;2
"3645";"User_363";"3";1056793;2
"3997";"User_363";"30";1057759;2
"3998";"User_363";"31";1057824;11
"3999";"User_363";"32";1056764;4
"4000";"User_363";"33";1056865;1
"4001";"User_363";"34";1056793;2
"4002";"User_363";"35";1056909;2
"4003";"User_363";"36";1056928;2
"4004";"User_363";"37";1056955;4
"4005";"User_363";"38";1057409;1
"4006";"User_363";"39";1057502;2
"3646";"User_363";"4";1056865;NA
"4007";"User_363";"40";1057443;5
"4008";"User_363";"41";1057569;1
"4009";"User_363";"42";1057615;8
"4010";"User_363";"43";1057671;15
"4011";"User_363";"44";1057671;NA
"4081";"User_363";"45";1057671;NA
"8965";"User_363";"46";1057569;5
"8966";"User_363";"47";1057615;372
"8968";"User_363";"48";1057409;11
"8969";"User_363";"49";1057671;2
"3671";"User_363";"5";1056909;25
"8970";"User_363";"50";1057759;13
"8971";"User_363";"51";1057409;15
"8972";"User_363";"52";1057443;16
"8973";"User_363";"53";1057502;296
"8974";"User_363";"54";1057671;3
"8975";"User_363";"55";1057759;52
"8976";"User_363";"56";1057824;1296
"8984";"User_363";"57";1057409;NA
"9007";"User_363";"58";1057443;12
"9008";"User_363";"59";1057502;NA
"3672";"User_363";"6";1056928;508
"9075";"User_363";"60";1057443;171
"9076";"User_363";"61";1057409;NA
"11268";"User_363";"62";1057443;2
"11269";"User_363";"63";1057409;1
"11270";"User_363";"64";1057671;NA
"11464";"User_363";"65";1057759;18
"11465";"User_363";"66";1057409;18
"11466";"User_363";"67";1057443;1004
"11476";"User_363";"68";1059094;4
"11477";"User_363";"69";1059159;NA
"3676";"User_363";"7";1056945;2
"11581";"User_363";"70";1059094;2
"11582";"User_363";"71";1059159;NA
"11623";"User_363";"72";1059094;1
"11625";"User_363";"73";1059159;7
"11627";"User_363";"74";1059159;2
"11628";"User_363";"75";1059094;3
"11629";"User_363";"76";1059094;NA
"3677";"User_363";"8";1056955;2188
"3703";"User_363";"9";1056980;64
"3656";"User_364";"1";1056980;2
"12097";"User_364";"10";1057199;214
"12101";"User_364";"11";1057179;208
"12103";"User_364";"12";1057199;NA
"16691";"User_364";"13";1056980;2
"16692";"User_364";"14";1057023;1
"16693";"User_364";"15";1057074;4
"16694";"User_364";"16";1057141;21
"16695";"User_364";"17";1057179;2
"16696";"User_364";"18";1057199;6
"16697";"User_364";"19";1057253;4
"3657";"User_364";"2";1057023;4
"16698";"User_364";"20";1057300;NA
"3658";"User_364";"3";1057074;8
"3659";"User_364";"4";1057141;NA
"12060";"User_364";"5";1056980;21
"12061";"User_364";"6";1057023;24
"12062";"User_364";"7";1057074;18
"12063";"User_364";"8";1057141;2587
"12096";"User_364";"9";1057179;6
"3663";"User_365";"1";1057671;NA
"12484";"User_365";"2";1057671;NA
"3667";"User_366";"1";1056909;3
"3668";"User_366";"2";1056928;3
"3669";"User_366";"3";1056945;7
"3670";"User_366";"4";1056955;NA
"3673";"User_367";"1";1056764;93
"3684";"User_367";"10";1057074;177
"3685";"User_367";"11";1057141;629
"3688";"User_367";"12";1057179;64
"3689";"User_367";"13";1057199;126
"3694";"User_367";"14";1057253;107
"3695";"User_367";"15";1057300;56
"3696";"User_367";"16";1057363;40
"3697";"User_367";"17";1057409;112
"3699";"User_367";"18";1057443;193
"3701";"User_367";"19";1057502;30
"3674";"User_367";"2";1056793;162
"3702";"User_367";"20";1057569;122
"3705";"User_367";"21";1057615;107
"3706";"User_367";"22";1057671;72
"3707";"User_367";"23";1057759;132
"3708";"User_367";"24";1057824;115
"3710";"User_367";"25";1059094;21
"3711";"User_367";"26";1059159;NA
"3675";"User_367";"3";1056865;173
"3678";"User_367";"4";1056909;44
"3679";"User_367";"5";1056928;8
"3680";"User_367";"6";1056945;2
"3681";"User_367";"7";1056955;74
"3682";"User_367";"8";1056980;90
"3683";"User_367";"9";1057023;271
"3690";"User_368";"1";1056909;3
"3691";"User_368";"2";1056928;1
"3692";"User_368";"3";1056945;1
"3693";"User_368";"4";1056955;NA
"3698";"User_369";"1";1057671;147
"3700";"User_369";"2";1057759;NA
"4026";"User_369";"3";1057759;1174
"4042";"User_369";"4";1057824;671
"4043";"User_369";"5";1059094;261
"4048";"User_369";"6";1059159;NA
"227";"User_37";"1";1057671;18
"5794";"User_37";"10";1057824;NA
"5976";"User_37";"11";1057671;28
"5977";"User_37";"12";1057759;1
"5978";"User_37";"13";1057824;9
"5979";"User_37";"14";1057671;5
"5980";"User_37";"15";1057759;1
"5981";"User_37";"16";1057824;56
"5982";"User_37";"17";1059094;NA
"6226";"User_37";"18";1057671;2
"6227";"User_37";"19";1057759;1
"228";"User_37";"2";1057759;NA
"6228";"User_37";"20";1057824;NA
"6303";"User_37";"21";1059094;1
"6304";"User_37";"22";1059159;12
"6305";"User_37";"23";1057671;2
"6306";"User_37";"24";1057759;1
"6307";"User_37";"25";1057824;689
"6319";"User_37";"26";1057671;1
"6320";"User_37";"27";1057759;2
"6321";"User_37";"28";1057824;399
"6327";"User_37";"29";1059094;NA
"3156";"User_37";"3";1057671;12
"6364";"User_37";"30";1059159;2037
"6381";"User_37";"31";1059094;1
"6382";"User_37";"32";1059159;1022
"6393";"User_37";"33";1059094;1
"6394";"User_37";"34";1059159;158
"6399";"User_37";"35";1059094;1
"6400";"User_37";"36";1059159;422
"6403";"User_37";"37";1057671;617
"6411";"User_37";"38";1057759;4
"6412";"User_37";"39";1057824;262
"3158";"User_37";"4";1057759;NA
"6421";"User_37";"40";1059094;1
"6422";"User_37";"41";1059159;NA
"6604";"User_37";"42";1059094;1
"6605";"User_37";"43";1059159;70
"6606";"User_37";"44";1059094;1
"6607";"User_37";"45";1059159;NA
"7069";"User_37";"46";1059094;1
"7070";"User_37";"47";1059159;NA
"7286";"User_37";"48";1057253;1
"7287";"User_37";"49";1057300;1
"3764";"User_37";"5";1057671;NA
"7288";"User_37";"50";1057363;NA
"4058";"User_37";"6";1057759;NA
"4689";"User_37";"7";1057671;NA
"5737";"User_37";"8";1057671;2
"5738";"User_37";"9";1057759;3575
"3712";"User_370";"1";1056764;2
"3722";"User_370";"10";1057074;1
"3723";"User_370";"11";1057141;33
"3724";"User_370";"12";1057179;4
"3725";"User_370";"13";1057199;NA
"3713";"User_370";"2";1056793;2
"3714";"User_370";"3";1056865;8
"3715";"User_370";"4";1056909;3
"3716";"User_370";"5";1056928;2
"3717";"User_370";"6";1056945;1
"3718";"User_370";"7";1056955;5
"3720";"User_370";"8";1056980;2
"3721";"User_370";"9";1057023;1
"3726";"User_371";"1";1057179;NA
"3760";"User_371";"2";1057199;NA
"4342";"User_371";"3";1057409;NA
"3731";"User_372";"1";1056980;2
"3732";"User_372";"2";1057023;1875
"3747";"User_372";"3";1056909;5
"3748";"User_372";"4";1056928;13
"3749";"User_372";"5";1056945;1
"3750";"User_372";"6";1056955;545
"3757";"User_372";"7";1056980;2
"3758";"User_372";"8";1057023;NA
"3733";"User_373";"1";1056764;943
"3759";"User_373";"10";1057074;29
"16788";"User_373";"100";1057443;1
"16789";"User_373";"101";1057409;65
"16790";"User_373";"102";1057569;1
"16791";"User_373";"103";1057615;NA
"3761";"User_373";"11";1057141;NA
"3771";"User_373";"12";1056980;1
"3772";"User_373";"13";1057023;1
"3773";"User_373";"14";1057074;1
"3774";"User_373";"15";1057141;2088
"3799";"User_373";"16";1057199;1
"3800";"User_373";"17";1057179;249
"3801";"User_373";"18";1057253;1
"3802";"User_373";"19";1057300;1
"3745";"User_373";"2";1056793;79
"3803";"User_373";"20";1057363;1636
"3823";"User_373";"21";1057253;1
"3824";"User_373";"22";1057300;1
"3825";"User_373";"23";1057363;NA
"4022";"User_373";"24";1057141;1
"4023";"User_373";"25";1057074;1
"4024";"User_373";"26";1057023;1
"4025";"User_373";"27";1056980;511
"4028";"User_373";"28";1057179;1
"4029";"User_373";"29";1057199;30
"3746";"User_373";"3";1056865;356
"4030";"User_373";"30";1057253;1
"4031";"User_373";"31";1057300;1
"4032";"User_373";"32";1057363;452
"4036";"User_373";"33";1057363;2
"4037";"User_373";"34";1057300;1
"4038";"User_373";"35";1057253;5
"4039";"User_373";"36";1057443;1
"4040";"User_373";"37";1057409;1
"4041";"User_373";"38";1057502;2679
"4049";"User_373";"39";1057409;1
"3751";"User_373";"4";1056909;13
"4050";"User_373";"40";1057443;21
"4051";"User_373";"41";1057502;NA
"4077";"User_373";"42";1057199;1
"4078";"User_373";"43";1057179;NA
"4229";"User_373";"44";1057409;2
"4230";"User_373";"45";1057502;1
"4231";"User_373";"46";1057443;14
"4232";"User_373";"47";1057569;21
"4233";"User_373";"48";1057615;196
"4241";"User_373";"49";1057671;580
"3752";"User_373";"5";1056928;44
"4245";"User_373";"50";1057759;NA
"6249";"User_373";"51";1056909;1
"6250";"User_373";"52";1056928;1
"6251";"User_373";"53";1056945;1
"6252";"User_373";"54";1056955;12
"6253";"User_373";"55";1057502;1
"6254";"User_373";"56";1057443;1
"6255";"User_373";"57";1057409;NA
"12166";"User_373";"58";1056980;2
"12167";"User_373";"59";1057023;1
"3753";"User_373";"6";1056945;1
"12168";"User_373";"60";1057074;1
"12169";"User_373";"61";1057141;209
"12170";"User_373";"62";1057502;1
"12171";"User_373";"63";1057443;1
"12172";"User_373";"64";1057409;155
"12173";"User_373";"65";1056980;1
"12174";"User_373";"66";1057023;1
"12175";"User_373";"67";1057074;1
"12176";"User_373";"68";1057141;747
"12180";"User_373";"69";1057759;1
"3754";"User_373";"7";1056955;3
"12181";"User_373";"70";1057824;3782
"12206";"User_373";"71";1059159;1
"12207";"User_373";"72";1059094;18
"12208";"User_373";"73";1057671;1
"12209";"User_373";"74";1057759;1
"12210";"User_373";"75";1057824;289
"12211";"User_373";"76";1059094;2
"12212";"User_373";"77";1059159;NA
"12399";"User_373";"78";1057671;1
"12400";"User_373";"79";1057759;1
"3755";"User_373";"8";1056980;34
"12401";"User_373";"80";1057824;NA
"12601";"User_373";"81";1057502;1
"12602";"User_373";"82";1057443;1
"12603";"User_373";"83";1057409;71
"12605";"User_373";"84";1057569;1
"12606";"User_373";"85";1057615;457
"12613";"User_373";"86";1057443;1
"12614";"User_373";"87";1057502;2
"12615";"User_373";"88";1057409;544
"12640";"User_373";"89";1057615;1
"3756";"User_373";"9";1057023;461
"12641";"User_373";"90";1057569;184
"12644";"User_373";"91";1057502;1
"12645";"User_373";"92";1057443;1
"12646";"User_373";"93";1057409;NA
"12827";"User_373";"94";1057671;1
"12828";"User_373";"95";1057759;1
"12829";"User_373";"96";1057824;17
"12830";"User_373";"97";1059159;1
"12831";"User_373";"98";1059094;NA
"16787";"User_373";"99";1057502;1
"3768";"User_374";"1";1056764;102
"3769";"User_374";"2";1056793;53
"3770";"User_374";"3";1056865;NA
"3775";"User_375";"1";1056764;1
"3784";"User_375";"10";1056980;1
"3785";"User_375";"11";1057023;1
"3786";"User_375";"12";1057074;1
"3787";"User_375";"13";1057141;29
"3788";"User_375";"14";1056955;NA
"4446";"User_375";"15";1056764;3
"4447";"User_375";"16";1056865;1
"4448";"User_375";"17";1056793;531
"4458";"User_375";"18";1056909;12
"4459";"User_375";"19";1056955;1
"3776";"User_375";"2";1056793;1
"4460";"User_375";"20";1056945;1
"4461";"User_375";"21";1056928;530
"4463";"User_375";"22";1056980;5
"4464";"User_375";"23";1057141;1
"4465";"User_375";"24";1057074;1
"4466";"User_375";"25";1057023;183
"4467";"User_375";"26";1056980;2
"4468";"User_375";"27";1057141;1
"4469";"User_375";"28";1057074;1
"4470";"User_375";"29";1057023;NA
"3777";"User_375";"3";1056865;14
"4619";"User_375";"30";1057179;3
"4620";"User_375";"31";1057199;1530
"4639";"User_375";"32";1057179;46
"4640";"User_375";"33";1057199;NA
"4811";"User_375";"34";1057179;8
"4812";"User_375";"35";1057179;3
"4813";"User_375";"36";1057199;6
"4814";"User_375";"37";1057253;NA
"4969";"User_375";"38";1057179;3
"4970";"User_375";"39";1057199;701
"3778";"User_375";"4";1056909;1
"4971";"User_375";"40";1057253;4
"4972";"User_375";"41";1057363;1
"4973";"User_375";"42";1057300;976
"4988";"User_375";"43";1057409;104
"4990";"User_375";"44";1057502;1
"4991";"User_375";"45";1057443;767
"4996";"User_375";"46";1057253;1
"4997";"User_375";"47";1057300;1
"4998";"User_375";"48";1057363;122
"5003";"User_375";"49";1057569;84
"3779";"User_375";"5";1056928;1
"5004";"User_375";"50";1057615;NA
"5086";"User_375";"51";1057671;1
"5087";"User_375";"52";1057759;1
"5088";"User_375";"53";1057824;NA
"5848";"User_375";"54";1057671;NA
"7485";"User_375";"55";1057671;21
"7486";"User_375";"56";1057569;8
"7487";"User_375";"57";1057615;1906
"7488";"User_375";"58";1057671;NA
"21256";"User_375";"59";1057671;1
"3780";"User_375";"6";1056945;9
"21257";"User_375";"60";1057759;1
"21258";"User_375";"61";1057824;NA
"22733";"User_375";"62";1057671;NA
"23106";"User_375";"63";1057569;1
"23107";"User_375";"64";1057615;520
"23108";"User_375";"65";1057671;1
"23109";"User_375";"66";1057759;1
"23110";"User_375";"67";1057824;992
"23111";"User_375";"68";1057671;1
"23112";"User_375";"69";1057759;1
"3781";"User_375";"7";1056955;88
"23113";"User_375";"70";1057824;203
"23114";"User_375";"71";1059094;1
"23115";"User_375";"72";1059159;NA
"3782";"User_375";"8";1056909;1
"3783";"User_375";"9";1056928;11
"3826";"User_376";"1";1057179;791
"4309";"User_376";"10";1057300;287
"4316";"User_376";"11";1057363;131
"4318";"User_376";"12";1057363;NA
"5500";"User_376";"13";1057253;2
"5501";"User_376";"14";1057300;5
"5502";"User_376";"15";1057363;77
"5505";"User_376";"16";1057409;64
"5506";"User_376";"17";1056980;111
"5507";"User_376";"18";1057023;4
"5508";"User_376";"19";1057074;631
"3830";"User_376";"2";1057179;2
"5510";"User_376";"20";1057443;807
"5515";"User_376";"21";1057502;1053
"5550";"User_376";"22";1057569;290
"5551";"User_376";"23";1057615;107
"5553";"User_376";"24";1057409;NA
"5613";"User_376";"25";1057671;250
"5624";"User_376";"26";1057759;765
"5636";"User_376";"27";1057443;NA
"5663";"User_376";"28";1056909;231
"5664";"User_376";"29";1056928;NA
"3831";"User_376";"3";1057199;4
"3832";"User_376";"4";1057253;6
"3833";"User_376";"5";1057199;1
"3834";"User_376";"6";1057179;NA
"4287";"User_376";"7";1057179;2
"4288";"User_376";"8";1057199;332
"4300";"User_376";"9";1057253;1411
"3827";"User_377";"1";1056865;2
"3844";"User_377";"10";1056980;9
"3845";"User_377";"11";1057141;NA
"3828";"User_377";"2";1056793;2
"3829";"User_377";"3";1056764;1156
"3838";"User_377";"4";1056909;1
"3839";"User_377";"5";1056945;1
"3840";"User_377";"6";1056928;1
"3841";"User_377";"7";1056955;481
"3842";"User_377";"8";1057074;1
"3843";"User_377";"9";1057023;1
"3835";"User_378";"1";1057253;20
"3836";"User_378";"2";1056764;269
"3837";"User_378";"3";1056793;1275
"3846";"User_378";"4";1057253;61
"3847";"User_378";"5";1057300;458
"3850";"User_378";"6";1057363;705
"3852";"User_378";"7";1057363;NA
"3853";"User_379";"1";1056764;8
"3854";"User_379";"2";1056793;NA
"229";"User_38";"1";1056980;64
"238";"User_38";"10";1057409;132
"239";"User_38";"11";1057443;145
"240";"User_38";"12";1057502;685
"243";"User_38";"13";1057569;NA
"247";"User_38";"14";1057671;328
"248";"User_38";"15";1057759;NA
"301";"User_38";"16";1057671;523
"302";"User_38";"17";1057759;NA
"3135";"User_38";"18";1057253;1
"3136";"User_38";"19";1057300;1
"230";"User_38";"2";1057023;77
"3137";"User_38";"20";1057363;NA
"19534";"User_38";"21";1057409;36
"19535";"User_38";"22";1057443;NA
"231";"User_38";"3";1057074;98
"232";"User_38";"4";1057141;57
"233";"User_38";"5";1057179;20
"234";"User_38";"6";1057199;7
"235";"User_38";"7";1057253;88
"236";"User_38";"8";1057300;10
"237";"User_38";"9";1057363;20
"3871";"User_380";"1";1056909;14
"3872";"User_380";"2";1056928;5
"3873";"User_380";"3";1056945;7
"3874";"User_380";"4";1056955;200
"3876";"User_380";"5";1056928;NA
"3881";"User_381";"1";1057409;NA
"3884";"User_382";"1";1057253;2
"3885";"User_382";"2";1057363;1
"3886";"User_382";"3";1057300;NA
"3891";"User_383";"1";1056909;5
"3892";"User_383";"2";1056764;NA
"3895";"User_384";"1";1056764;2
"3906";"User_384";"10";1056928;6
"3907";"User_384";"11";1056945;2
"3908";"User_384";"12";1056955;160
"3910";"User_384";"13";1056909;NA
"3896";"User_384";"2";1056793;3
"3897";"User_384";"3";1056865;10
"3898";"User_384";"4";1056909;2
"3899";"User_384";"5";1056928;4
"3901";"User_384";"6";1056945;15
"3902";"User_384";"7";1056909;113
"3904";"User_384";"8";1056909;11
"3905";"User_384";"9";1056909;36
"3900";"User_385";"1";1056764;101
"3917";"User_385";"10";1057074;84
"3918";"User_385";"11";1057141;107
"3919";"User_385";"12";1056980;65
"3920";"User_385";"13";1057023;70
"3921";"User_385";"14";1057074;160
"3922";"User_385";"15";1057179;70
"3923";"User_385";"16";1057199;283
"3927";"User_385";"17";1057253;73
"3928";"User_385";"18";1057300;184
"3929";"User_385";"19";1057363;428
"3903";"User_385";"2";1056793;120
"3931";"User_385";"20";1057409;240
"3932";"User_385";"21";1057443;956
"3938";"User_385";"22";1057502;483
"3943";"User_385";"23";1057569;2
"3944";"User_385";"24";1057615;14
"3945";"User_385";"25";1057363;1
"3946";"User_385";"26";1057300;1
"3947";"User_385";"27";1057253;NA
"3959";"User_385";"28";1057409;1
"3960";"User_385";"29";1057443;1943
"3909";"User_385";"3";1056865;168
"3964";"User_385";"30";1057671;1
"3965";"User_385";"31";1057759;6
"3966";"User_385";"32";1057824;2646
"3973";"User_385";"33";1059094;4
"3974";"User_385";"34";1059159;10
"3975";"User_385";"35";1059094;1
"3976";"User_385";"36";1059159;NA
"3911";"User_385";"4";1056909;3
"3912";"User_385";"5";1056928;2
"3913";"User_385";"6";1056945;1
"3914";"User_385";"7";1056955;59
"3915";"User_385";"8";1056980;171
"3916";"User_385";"9";1057023;143
"3930";"User_386";"1";1056764;NA
"3933";"User_387";"1";1056764;1
"3934";"User_387";"2";1056793;2
"3935";"User_387";"3";1056865;NA
"20298";"User_387";"4";1056764;123
"20299";"User_387";"5";1056793;118
"20301";"User_387";"6";1056865;NA
"3936";"User_388";"1";1057179;1
"3972";"User_388";"10";1057502;NA
"4306";"User_388";"11";1059094;6
"4307";"User_388";"12";1059159;NA
"3937";"User_388";"2";1057199;849
"3939";"User_388";"3";1057199;1
"3940";"User_388";"4";1057179;334
"3953";"User_388";"5";1057300;1
"3954";"User_388";"6";1057253;1
"3955";"User_388";"7";1057363;2206
"3958";"User_388";"8";1057409;NA
"3971";"User_388";"9";1057443;2
"3948";"User_389";"1";1057141;1
"3949";"User_389";"2";1057074;1
"3950";"User_389";"3";1057023;1
"3951";"User_389";"4";1056980;NA
"4134";"User_389";"5";1059094;1
"4135";"User_389";"6";1059159;1171
"4157";"User_389";"7";1059094;6
"4158";"User_389";"8";1059159;NA
"241";"User_39";"1";1057569;1
